FIPS_Code,State,Area_Name,Attribute,Value
1023,AL,"Choctaw County, AL",Civilian_labor_force_2016,4292
1023,AL,"Choctaw County, AL",Employed_2016,3926
1023,AL,"Choctaw County, AL",Unemployed_2016,366
1023,AL,"Choctaw County, AL",Unemployment_rate_2016,8.5
1023,AL,"Choctaw County, AL",Civilian_labor_force_2017,4460
1023,AL,"Choctaw County, AL",Employed_2017,4172
1023,AL,"Choctaw County, AL",Unemployed_2017,288
1023,AL,"Choctaw County, AL",Unemployment_rate_2017,6.5
1023,AL,"Choctaw County, AL",Civilian_labor_force_2018,4799
1023,AL,"Choctaw County, AL",Employed_2018,4537
1023,AL,"Choctaw County, AL",Unemployed_2018,262
1023,AL,"Choctaw County, AL",Unemployment_rate_2018,5.5
1023,AL,"Choctaw County, AL",Civilian_labor_force_2019,4722
1023,AL,"Choctaw County, AL",Employed_2019,4489
1023,AL,"Choctaw County, AL",Unemployed_2019,233
1023,AL,"Choctaw County, AL",Unemployment_rate_2019,4.9
1023,AL,"Choctaw County, AL",Civilian_labor_force_2020,4686
1023,AL,"Choctaw County, AL",Employed_2020,4345
1023,AL,"Choctaw County, AL",Unemployed_2020,341
1023,AL,"Choctaw County, AL",Unemployment_rate_2020,7.3
1023,AL,"Choctaw County, AL",Civilian_labor_force_2021,4547
1023,AL,"Choctaw County, AL",Employed_2021,4351
1023,AL,"Choctaw County, AL",Unemployed_2021,196
1023,AL,"Choctaw County, AL",Unemployment_rate_2021,4.3
1023,AL,"Choctaw County, AL",Civilian_labor_force_2022,4325
1023,AL,"Choctaw County, AL",Employed_2022,4164
1023,AL,"Choctaw County, AL",Unemployed_2022,161
1023,AL,"Choctaw County, AL",Unemployment_rate_2022,3.7
1023,AL,"Choctaw County, AL",Civilian_labor_force_2023,4221
1023,AL,"Choctaw County, AL",Employed_2023,4052
1023,AL,"Choctaw County, AL",Unemployed_2023,169
1023,AL,"Choctaw County, AL",Unemployment_rate_2023,4
1023,AL,"Choctaw County, AL",Median_Household_Income_2022,44458
1023,AL,"Choctaw County, AL",Med_HH_Income_Percent_of_State_Total_2022,74.5
1025,AL,"Clarke County, AL",Rural_Urban_Continuum_Code_2023,9
1025,AL,"Clarke County, AL",Urban_Influence_Code_2013,11
1025,AL,"Clarke County, AL",Metro_2023,0
1025,AL,"Clarke County, AL",Civilian_labor_force_2000,11677
1025,AL,"Clarke County, AL",Employed_2000,10814
1025,AL,"Clarke County, AL",Unemployed_2000,863
1025,AL,"Clarke County, AL",Unemployment_rate_2000,7.4
1025,AL,"Clarke County, AL",Civilian_labor_force_2001,11094
1025,AL,"Clarke County, AL",Employed_2001,9998
1025,AL,"Clarke County, AL",Unemployed_2001,1096
1025,AL,"Clarke County, AL",Unemployment_rate_2001,9.9
1025,AL,"Clarke County, AL",Civilian_labor_force_2002,10752
1025,AL,"Clarke County, AL",Employed_2002,9775
1025,AL,"Clarke County, AL",Unemployed_2002,977
1025,AL,"Clarke County, AL",Unemployment_rate_2002,9.1
1025,AL,"Clarke County, AL",Civilian_labor_force_2003,10809
1025,AL,"Clarke County, AL",Employed_2003,9882
1025,AL,"Clarke County, AL",Unemployed_2003,927
1025,AL,"Clarke County, AL",Unemployment_rate_2003,8.6
1025,AL,"Clarke County, AL",Civilian_labor_force_2004,10395
1025,AL,"Clarke County, AL",Employed_2004,9483
1025,AL,"Clarke County, AL",Unemployed_2004,912
1025,AL,"Clarke County, AL",Unemployment_rate_2004,8.8
1025,AL,"Clarke County, AL",Civilian_labor_force_2005,10098
1025,AL,"Clarke County, AL",Employed_2005,9457
1025,AL,"Clarke County, AL",Unemployed_2005,641
1025,AL,"Clarke County, AL",Unemployment_rate_2005,6.3
1025,AL,"Clarke County, AL",Civilian_labor_force_2006,10268
1025,AL,"Clarke County, AL",Employed_2006,9636
1025,AL,"Clarke County, AL",Unemployed_2006,632
1025,AL,"Clarke County, AL",Unemployment_rate_2006,6.2
1025,AL,"Clarke County, AL",Civilian_labor_force_2007,10386
1025,AL,"Clarke County, AL",Employed_2007,9744
1025,AL,"Clarke County, AL",Unemployed_2007,642
1025,AL,"Clarke County, AL",Unemployment_rate_2007,6.2
1025,AL,"Clarke County, AL",Civilian_labor_force_2008,10366
1025,AL,"Clarke County, AL",Employed_2008,9401
1025,AL,"Clarke County, AL",Unemployed_2008,965
1025,AL,"Clarke County, AL",Unemployment_rate_2008,9.3
1025,AL,"Clarke County, AL",Civilian_labor_force_2009,10298
1025,AL,"Clarke County, AL",Employed_2009,8728
1025,AL,"Clarke County, AL",Unemployed_2009,1570
1025,AL,"Clarke County, AL",Unemployment_rate_2009,15.2
1025,AL,"Clarke County, AL",Civilian_labor_force_2010,9088
1025,AL,"Clarke County, AL",Employed_2010,7316
1025,AL,"Clarke County, AL",Unemployed_2010,1772
1025,AL,"Clarke County, AL",Unemployment_rate_2010,19.5
1025,AL,"Clarke County, AL",Civilian_labor_force_2011,8827
1025,AL,"Clarke County, AL",Employed_2011,7185
1025,AL,"Clarke County, AL",Unemployed_2011,1642
1025,AL,"Clarke County, AL",Unemployment_rate_2011,18.6
1025,AL,"Clarke County, AL",Civilian_labor_force_2012,8397
1025,AL,"Clarke County, AL",Employed_2012,7107
1025,AL,"Clarke County, AL",Unemployed_2012,1290
1025,AL,"Clarke County, AL",Unemployment_rate_2012,15.4
1025,AL,"Clarke County, AL",Civilian_labor_force_2013,8286
1025,AL,"Clarke County, AL",Employed_2013,7130
1025,AL,"Clarke County, AL",Unemployed_2013,1156
1025,AL,"Clarke County, AL",Unemployment_rate_2013,14
1025,AL,"Clarke County, AL",Civilian_labor_force_2014,8166
1025,AL,"Clarke County, AL",Employed_2014,7177
1025,AL,"Clarke County, AL",Unemployed_2014,989
1025,AL,"Clarke County, AL",Unemployment_rate_2014,12.1
1025,AL,"Clarke County, AL",Civilian_labor_force_2015,7976
1025,AL,"Clarke County, AL",Employed_2015,7036
1025,AL,"Clarke County, AL",Unemployed_2015,940
1025,AL,"Clarke County, AL",Unemployment_rate_2015,11.8
1025,AL,"Clarke County, AL",Civilian_labor_force_2016,7889
1025,AL,"Clarke County, AL",Employed_2016,7030
1025,AL,"Clarke County, AL",Unemployed_2016,859
1025,AL,"Clarke County, AL",Unemployment_rate_2016,10.9
1025,AL,"Clarke County, AL",Civilian_labor_force_2017,7832
1025,AL,"Clarke County, AL",Employed_2017,7153
1025,AL,"Clarke County, AL",Unemployed_2017,679
1025,AL,"Clarke County, AL",Unemployment_rate_2017,8.7
1025,AL,"Clarke County, AL",Civilian_labor_force_2018,7742
1025,AL,"Clarke County, AL",Employed_2018,7167
1025,AL,"Clarke County, AL",Unemployed_2018,575
1025,AL,"Clarke County, AL",Unemployment_rate_2018,7.4
1025,AL,"Clarke County, AL",Civilian_labor_force_2019,7717
1025,AL,"Clarke County, AL",Employed_2019,7250
1025,AL,"Clarke County, AL",Unemployed_2019,467
1025,AL,"Clarke County, AL",Unemployment_rate_2019,6.1
1025,AL,"Clarke County, AL",Civilian_labor_force_2020,7875
1025,AL,"Clarke County, AL",Employed_2020,7108
1025,AL,"Clarke County, AL",Unemployed_2020,767
1025,AL,"Clarke County, AL",Unemployment_rate_2020,9.7
1025,AL,"Clarke County, AL",Civilian_labor_force_2021,7702
1025,AL,"Clarke County, AL",Employed_2021,7255
1025,AL,"Clarke County, AL",Unemployed_2021,447
1025,AL,"Clarke County, AL",Unemployment_rate_2021,5.8
1025,AL,"Clarke County, AL",Civilian_labor_force_2022,7676
1025,AL,"Clarke County, AL",Employed_2022,7302
1025,AL,"Clarke County, AL",Unemployed_2022,374
1025,AL,"Clarke County, AL",Unemployment_rate_2022,4.9
1025,AL,"Clarke County, AL",Civilian_labor_force_2023,7591
1025,AL,"Clarke County, AL",Employed_2023,7212
1025,AL,"Clarke County, AL",Unemployed_2023,379
1025,AL,"Clarke County, AL",Unemployment_rate_2023,5
1025,AL,"Clarke County, AL",Median_Household_Income_2022,44906
1025,AL,"Clarke County, AL",Med_HH_Income_Percent_of_State_Total_2022,75.2
1035,AL,"Conecuh County, AL",Rural_Urban_Continuum_Code_2023,9
1035,AL,"Conecuh County, AL",Urban_Influence_Code_2013,11
1035,AL,"Conecuh County, AL",Metro_2023,0
1035,AL,"Conecuh County, AL",Civilian_labor_force_2000,5521
1035,AL,"Conecuh County, AL",Employed_2000,5158
1035,AL,"Conecuh County, AL",Unemployed_2000,363
1035,AL,"Conecuh County, AL",Unemployment_rate_2000,6.6
1035,AL,"Conecuh County, AL",Civilian_labor_force_2001,5307
1035,AL,"Conecuh County, AL",Employed_2001,4916
1035,AL,"Conecuh County, AL",Unemployed_2001,391
1035,AL,"Conecuh County, AL",Unemployment_rate_2001,7.4
1035,AL,"Conecuh County, AL",Civilian_labor_force_2002,5179
1035,AL,"Conecuh County, AL",Employed_2002,4754
1035,AL,"Conecuh County, AL",Unemployed_2002,425
1035,AL,"Conecuh County, AL",Unemployment_rate_2002,8.2
1035,AL,"Conecuh County, AL",Civilian_labor_force_2003,5169
1035,AL,"Conecuh County, AL",Employed_2003,4728
1035,AL,"Conecuh County, AL",Unemployed_2003,441
1035,AL,"Conecuh County, AL",Unemployment_rate_2003,8.5
1035,AL,"Conecuh County, AL",Civilian_labor_force_2004,5063
1035,AL,"Conecuh County, AL",Employed_2004,4639
1035,AL,"Conecuh County, AL",Unemployed_2004,424
1035,AL,"Conecuh County, AL",Unemployment_rate_2004,8.4
1035,AL,"Conecuh County, AL",Civilian_labor_force_2005,5173
1035,AL,"Conecuh County, AL",Employed_2005,4855
1035,AL,"Conecuh County, AL",Unemployed_2005,318
1035,AL,"Conecuh County, AL",Unemployment_rate_2005,6.1
1035,AL,"Conecuh County, AL",Civilian_labor_force_2006,5127
1035,AL,"Conecuh County, AL",Employed_2006,4840
1035,AL,"Conecuh County, AL",Unemployed_2006,287
1035,AL,"Conecuh County, AL",Unemployment_rate_2006,5.6
1035,AL,"Conecuh County, AL",Civilian_labor_force_2007,4979
1035,AL,"Conecuh County, AL",Employed_2007,4653
1035,AL,"Conecuh County, AL",Unemployed_2007,326
1035,AL,"Conecuh County, AL",Unemployment_rate_2007,6.5
1035,AL,"Conecuh County, AL",Civilian_labor_force_2008,4886
1035,AL,"Conecuh County, AL",Employed_2008,4413
1035,AL,"Conecuh County, AL",Unemployed_2008,473
1035,AL,"Conecuh County, AL",Unemployment_rate_2008,9.7
1035,AL,"Conecuh County, AL",Civilian_labor_force_2009,4853
1035,AL,"Conecuh County, AL",Employed_2009,3959
1035,AL,"Conecuh County, AL",Unemployed_2009,894
1035,AL,"Conecuh County, AL",Unemployment_rate_2009,18.4
1035,AL,"Conecuh County, AL",Civilian_labor_force_2010,4982
1035,AL,"Conecuh County, AL",Employed_2010,4140
1035,AL,"Conecuh County, AL",Unemployed_2010,842
1035,AL,"Conecuh County, AL",Unemployment_rate_2010,16.9
1035,AL,"Conecuh County, AL",Civilian_labor_force_2011,4778
1035,AL,"Conecuh County, AL",Employed_2011,4059
1035,AL,"Conecuh County, AL",Unemployed_2011,719
1035,AL,"Conecuh County, AL",Unemployment_rate_2011,15
1035,AL,"Conecuh County, AL",Civilian_labor_force_2012,4643
1035,AL,"Conecuh County, AL",Employed_2012,4077
1035,AL,"Conecuh County, AL",Unemployed_2012,566
1035,AL,"Conecuh County, AL",Unemployment_rate_2012,12.2
1035,AL,"Conecuh County, AL",Civilian_labor_force_2013,4694
1035,AL,"Conecuh County, AL",Employed_2013,4183
1035,AL,"Conecuh County, AL",Unemployed_2013,511
1035,AL,"Conecuh County, AL",Unemployment_rate_2013,10.9
1035,AL,"Conecuh County, AL",Civilian_labor_force_2014,4724
1035,AL,"Conecuh County, AL",Employed_2014,4239
1035,AL,"Conecuh County, AL",Unemployed_2014,485
1035,AL,"Conecuh County, AL",Unemployment_rate_2014,10.3
1035,AL,"Conecuh County, AL",Civilian_labor_force_2015,4671
1035,AL,"Conecuh County, AL",Employed_2015,4238
1035,AL,"Conecuh County, AL",Unemployed_2015,433
1035,AL,"Conecuh County, AL",Unemployment_rate_2015,9.3
1035,AL,"Conecuh County, AL",Civilian_labor_force_2016,4512
1035,AL,"Conecuh County, AL",Employed_2016,4131
1035,AL,"Conecuh County, AL",Unemployed_2016,381
1035,AL,"Conecuh County, AL",Unemployment_rate_2016,8.4
1035,AL,"Conecuh County, AL",Civilian_labor_force_2017,4541
1035,AL,"Conecuh County, AL",Employed_2017,4257
1035,AL,"Conecuh County, AL",Unemployed_2017,284
1035,AL,"Conecuh County, AL",Unemployment_rate_2017,6.3
1035,AL,"Conecuh County, AL",Civilian_labor_force_2018,4560
1035,AL,"Conecuh County, AL",Employed_2018,4324
1035,AL,"Conecuh County, AL",Unemployed_2018,236
1035,AL,"Conecuh County, AL",Unemployment_rate_2018,5.2
1035,AL,"Conecuh County, AL",Civilian_labor_force_2019,4570
1035,AL,"Conecuh County, AL",Employed_2019,4379
1035,AL,"Conecuh County, AL",Unemployed_2019,191
1035,AL,"Conecuh County, AL",Unemployment_rate_2019,4.2
1035,AL,"Conecuh County, AL",Civilian_labor_force_2020,4570
1035,AL,"Conecuh County, AL",Employed_2020,4209
1035,AL,"Conecuh County, AL",Unemployed_2020,361
1035,AL,"Conecuh County, AL",Unemployment_rate_2020,7.9
1035,AL,"Conecuh County, AL",Civilian_labor_force_2021,4371
1035,AL,"Conecuh County, AL",Employed_2021,4165
1035,AL,"Conecuh County, AL",Unemployed_2021,206
1035,AL,"Conecuh County, AL",Unemployment_rate_2021,4.7
1035,AL,"Conecuh County, AL",Civilian_labor_force_2022,4252
1035,AL,"Conecuh County, AL",Employed_2022,4106
1035,AL,"Conecuh County, AL",Unemployed_2022,146
1035,AL,"Conecuh County, AL",Unemployment_rate_2022,3.4
1035,AL,"Conecuh County, AL",Civilian_labor_force_2023,4259
1035,AL,"Conecuh County, AL",Employed_2023,4108
1035,AL,"Conecuh County, AL",Unemployed_2023,151
1035,AL,"Conecuh County, AL",Unemployment_rate_2023,3.5
1035,AL,"Conecuh County, AL",Median_Household_Income_2022,36106
1035,AL,"Conecuh County, AL",Med_HH_Income_Percent_of_State_Total_2022,60.5
1047,AL,"Dallas County, AL",Rural_Urban_Continuum_Code_2023,4
1047,AL,"Dallas County, AL",Urban_Influence_Code_2013,5
1047,AL,"Dallas County, AL",Metro_2023,0
1047,AL,"Dallas County, AL",Civilian_labor_force_2000,17948
1047,AL,"Dallas County, AL",Employed_2000,16487
1047,AL,"Dallas County, AL",Unemployed_2000,1461
1047,AL,"Dallas County, AL",Unemployment_rate_2000,8.1
1047,AL,"Dallas County, AL",Civilian_labor_force_2001,17596
1047,AL,"Dallas County, AL",Employed_2001,15965
1047,AL,"Dallas County, AL",Unemployed_2001,1631
1047,AL,"Dallas County, AL",Unemployment_rate_2001,9.3
1047,AL,"Dallas County, AL",Civilian_labor_force_2002,17190
1047,AL,"Dallas County, AL",Employed_2002,15224
1047,AL,"Dallas County, AL",Unemployed_2002,1966
1047,AL,"Dallas County, AL",Unemployment_rate_2002,11.4
1047,AL,"Dallas County, AL",Civilian_labor_force_2003,16845
1047,AL,"Dallas County, AL",Employed_2003,14944
1047,AL,"Dallas County, AL",Unemployed_2003,1901
1047,AL,"Dallas County, AL",Unemployment_rate_2003,11.3
1047,AL,"Dallas County, AL",Civilian_labor_force_2004,16375
1047,AL,"Dallas County, AL",Employed_2004,14754
1047,AL,"Dallas County, AL",Unemployed_2004,1621
1047,AL,"Dallas County, AL",Unemployment_rate_2004,9.9
1047,AL,"Dallas County, AL",Civilian_labor_force_2005,15956
1047,AL,"Dallas County, AL",Employed_2005,14603
1047,AL,"Dallas County, AL",Unemployed_2005,1353
1047,AL,"Dallas County, AL",Unemployment_rate_2005,8.5
1047,AL,"Dallas County, AL",Civilian_labor_force_2006,15909
1047,AL,"Dallas County, AL",Employed_2006,14614
1047,AL,"Dallas County, AL",Unemployed_2006,1295
1047,AL,"Dallas County, AL",Unemployment_rate_2006,8.1
1047,AL,"Dallas County, AL",Civilian_labor_force_2007,15605
1047,AL,"Dallas County, AL",Employed_2007,14279
1047,AL,"Dallas County, AL",Unemployed_2007,1326
1047,AL,"Dallas County, AL",Unemployment_rate_2007,8.5
1047,AL,"Dallas County, AL",Civilian_labor_force_2008,15508
1047,AL,"Dallas County, AL",Employed_2008,13732
1047,AL,"Dallas County, AL",Unemployed_2008,1776
1047,AL,"Dallas County, AL",Unemployment_rate_2008,11.5
1047,AL,"Dallas County, AL",Civilian_labor_force_2009,15671
1047,AL,"Dallas County, AL",Employed_2009,12607
1047,AL,"Dallas County, AL",Unemployed_2009,3064
1047,AL,"Dallas County, AL",Unemployment_rate_2009,19.6
1047,AL,"Dallas County, AL",Civilian_labor_force_2010,17782
1047,AL,"Dallas County, AL",Employed_2010,14839
1047,AL,"Dallas County, AL",Unemployed_2010,2943
1047,AL,"Dallas County, AL",Unemployment_rate_2010,16.6
1047,AL,"Dallas County, AL",Civilian_labor_force_2011,17493
1047,AL,"Dallas County, AL",Employed_2011,14874
1047,AL,"Dallas County, AL",Unemployed_2011,2619
1047,AL,"Dallas County, AL",Unemployment_rate_2011,15
1047,AL,"Dallas County, AL",Civilian_labor_force_2012,16780
1047,AL,"Dallas County, AL",Employed_2012,14565
1047,AL,"Dallas County, AL",Unemployed_2012,2215
1047,AL,"Dallas County, AL",Unemployment_rate_2012,13.2
1047,AL,"Dallas County, AL",Civilian_labor_force_2013,16290
1047,AL,"Dallas County, AL",Employed_2013,14270
1047,AL,"Dallas County, AL",Unemployed_2013,2020
1047,AL,"Dallas County, AL",Unemployment_rate_2013,12.4
1047,AL,"Dallas County, AL",Civilian_labor_force_2014,16026
1047,AL,"Dallas County, AL",Employed_2014,14234
1047,AL,"Dallas County, AL",Unemployed_2014,1792
1047,AL,"Dallas County, AL",Unemployment_rate_2014,11.2
1047,AL,"Dallas County, AL",Civilian_labor_force_2015,15555
1047,AL,"Dallas County, AL",Employed_2015,14056
1047,AL,"Dallas County, AL",Unemployed_2015,1499
1047,AL,"Dallas County, AL",Unemployment_rate_2015,9.6
1047,AL,"Dallas County, AL",Civilian_labor_force_2016,15293
1047,AL,"Dallas County, AL",Employed_2016,13880
1047,AL,"Dallas County, AL",Unemployed_2016,1413
1047,AL,"Dallas County, AL",Unemployment_rate_2016,9.2
1047,AL,"Dallas County, AL",Civilian_labor_force_2017,15211
1047,AL,"Dallas County, AL",Employed_2017,14046
1047,AL,"Dallas County, AL",Unemployed_2017,1165
1047,AL,"Dallas County, AL",Unemployment_rate_2017,7.7
1047,AL,"Dallas County, AL",Civilian_labor_force_2018,15042
1047,AL,"Dallas County, AL",Employed_2018,14067
1047,AL,"Dallas County, AL",Unemployed_2018,975
1047,AL,"Dallas County, AL",Unemployment_rate_2018,6.5
1047,AL,"Dallas County, AL",Civilian_labor_force_2019,14899
1047,AL,"Dallas County, AL",Employed_2019,14041
1047,AL,"Dallas County, AL",Unemployed_2019,858
1047,AL,"Dallas County, AL",Unemployment_rate_2019,5.8
1047,AL,"Dallas County, AL",Civilian_labor_force_2020,14791
1047,AL,"Dallas County, AL",Employed_2020,13076
1047,AL,"Dallas County, AL",Unemployed_2020,1715
1047,AL,"Dallas County, AL",Unemployment_rate_2020,11.6
1047,AL,"Dallas County, AL",Civilian_labor_force_2021,13902
1047,AL,"Dallas County, AL",Employed_2021,12921
1047,AL,"Dallas County, AL",Unemployed_2021,981
1047,AL,"Dallas County, AL",Unemployment_rate_2021,7.1
1047,AL,"Dallas County, AL",Civilian_labor_force_2022,13733
1047,AL,"Dallas County, AL",Employed_2022,13058
1047,AL,"Dallas County, AL",Unemployed_2022,675
1047,AL,"Dallas County, AL",Unemployment_rate_2022,4.9
1047,AL,"Dallas County, AL",Civilian_labor_force_2023,13537
1047,AL,"Dallas County, AL",Employed_2023,12803
1047,AL,"Dallas County, AL",Unemployed_2023,734
1047,AL,"Dallas County, AL",Unemployment_rate_2023,5.4
1047,AL,"Dallas County, AL",Median_Household_Income_2022,35258
1047,AL,"Dallas County, AL",Med_HH_Income_Percent_of_State_Total_2022,59.1
1053,AL,"Escambia County, AL",Rural_Urban_Continuum_Code_2023,6
1053,AL,"Escambia County, AL",Urban_Influence_Code_2013,6
1053,AL,"Escambia County, AL",Metro_2023,0
1053,AL,"Escambia County, AL",Civilian_labor_force_2000,16199
1053,AL,"Escambia County, AL",Employed_2000,15348
1053,AL,"Escambia County, AL",Unemployed_2000,851
1053,AL,"Escambia County, AL",Unemployment_rate_2000,5.3
1053,AL,"Escambia County, AL",Civilian_labor_force_2001,15632
1053,AL,"Escambia County, AL",Employed_2001,14663
1053,AL,"Escambia County, AL",Unemployed_2001,969
1053,AL,"Escambia County, AL",Unemployment_rate_2001,6.2
1053,AL,"Escambia County, AL",Civilian_labor_force_2002,14965
1053,AL,"Escambia County, AL",Employed_2002,13659
1053,AL,"Escambia County, AL",Unemployed_2002,1306
1053,AL,"Escambia County, AL",Unemployment_rate_2002,8.7
1053,AL,"Escambia County, AL",Civilian_labor_force_2003,14700
1053,AL,"Escambia County, AL",Employed_2003,13438
1053,AL,"Escambia County, AL",Unemployed_2003,1262
1053,AL,"Escambia County, AL",Unemployment_rate_2003,8.6
1053,AL,"Escambia County, AL",Civilian_labor_force_2004,14313
1053,AL,"Escambia County, AL",Employed_2004,13243
1053,AL,"Escambia County, AL",Unemployed_2004,1070
1053,AL,"Escambia County, AL",Unemployment_rate_2004,7.5
1053,AL,"Escambia County, AL",Civilian_labor_force_2005,14289
1053,AL,"Escambia County, AL",Employed_2005,13500
1053,AL,"Escambia County, AL",Unemployed_2005,789
1053,AL,"Escambia County, AL",Unemployment_rate_2005,5.5
1053,AL,"Escambia County, AL",Civilian_labor_force_2006,14362
1053,AL,"Escambia County, AL",Employed_2006,13654
1053,AL,"Escambia County, AL",Unemployed_2006,708
1053,AL,"Escambia County, AL",Unemployment_rate_2006,4.9
1053,AL,"Escambia County, AL",Civilian_labor_force_2007,14324
1053,AL,"Escambia County, AL",Employed_2007,13549
1053,AL,"Escambia County, AL",Unemployed_2007,775
1053,AL,"Escambia County, AL",Unemployment_rate_2007,5.4
1053,AL,"Escambia County, AL",Civilian_labor_force_2008,14424
1053,AL,"Escambia County, AL",Employed_2008,13295
1053,AL,"Escambia County, AL",Unemployed_2008,1129
1053,AL,"Escambia County, AL",Unemployment_rate_2008,7.8
1053,AL,"Escambia County, AL",Civilian_labor_force_2009,14683
1053,AL,"Escambia County, AL",Employed_2009,12863
1053,AL,"Escambia County, AL",Unemployed_2009,1820
1053,AL,"Escambia County, AL",Unemployment_rate_2009,12.4
1053,AL,"Escambia County, AL",Civilian_labor_force_2010,15000
1053,AL,"Escambia County, AL",Employed_2010,13266
1053,AL,"Escambia County, AL",Unemployed_2010,1734
1053,AL,"Escambia County, AL",Unemployment_rate_2010,11.6
1053,AL,"Escambia County, AL",Civilian_labor_force_2011,14967
1053,AL,"Escambia County, AL",Employed_2011,13361
1053,AL,"Escambia County, AL",Unemployed_2011,1606
1053,AL,"Escambia County, AL",Unemployment_rate_2011,10.7
1053,AL,"Escambia County, AL",Civilian_labor_force_2012,14749
1053,AL,"Escambia County, AL",Employed_2012,13358
1053,AL,"Escambia County, AL",Unemployed_2012,1391
1053,AL,"Escambia County, AL",Unemployment_rate_2012,9.4
1053,AL,"Escambia County, AL",Civilian_labor_force_2013,14281
1053,AL,"Escambia County, AL",Employed_2013,13037
1053,AL,"Escambia County, AL",Unemployed_2013,1244
1053,AL,"Escambia County, AL",Unemployment_rate_2013,8.7
1053,AL,"Escambia County, AL",Civilian_labor_force_2014,14389
1053,AL,"Escambia County, AL",Employed_2014,13244
1053,AL,"Escambia County, AL",Unemployed_2014,1145
1053,AL,"Escambia County, AL",Unemployment_rate_2014,8
1053,AL,"Escambia County, AL",Civilian_labor_force_2015,14564
1053,AL,"Escambia County, AL",Employed_2015,13535
1053,AL,"Escambia County, AL",Unemployed_2015,1029
1053,AL,"Escambia County, AL",Unemployment_rate_2015,7.1
1053,AL,"Escambia County, AL",Civilian_labor_force_2016,14433
1053,AL,"Escambia County, AL",Employed_2016,13472
1053,AL,"Escambia County, AL",Unemployed_2016,961
1053,AL,"Escambia County, AL",Unemployment_rate_2016,6.7
1053,AL,"Escambia County, AL",Civilian_labor_force_2017,14613
1053,AL,"Escambia County, AL",Employed_2017,13868
1053,AL,"Escambia County, AL",Unemployed_2017,745
1053,AL,"Escambia County, AL",Unemployment_rate_2017,5.1
1053,AL,"Escambia County, AL",Civilian_labor_force_2018,14578
1053,AL,"Escambia County, AL",Employed_2018,13918
1053,AL,"Escambia County, AL",Unemployed_2018,660
1053,AL,"Escambia County, AL",Unemployment_rate_2018,4.5
1053,AL,"Escambia County, AL",Civilian_labor_force_2019,14843
1053,AL,"Escambia County, AL",Employed_2019,14290
1053,AL,"Escambia County, AL",Unemployed_2019,553
1053,AL,"Escambia County, AL",Unemployment_rate_2019,3.7
1053,AL,"Escambia County, AL",Civilian_labor_force_2020,14569
1053,AL,"Escambia County, AL",Employed_2020,13595
1053,AL,"Escambia County, AL",Unemployed_2020,974
1053,AL,"Escambia County, AL",Unemployment_rate_2020,6.7
1053,AL,"Escambia County, AL",Civilian_labor_force_2021,14081
1053,AL,"Escambia County, AL",Employed_2021,13518
1053,AL,"Escambia County, AL",Unemployed_2021,563
1053,AL,"Escambia County, AL",Unemployment_rate_2021,4
1053,AL,"Escambia County, AL",Civilian_labor_force_2022,14198
1053,AL,"Escambia County, AL",Employed_2022,13769
1053,AL,"Escambia County, AL",Unemployed_2022,429
1053,AL,"Escambia County, AL",Unemployment_rate_2022,3
1053,AL,"Escambia County, AL",Civilian_labor_force_2023,14440
1053,AL,"Escambia County, AL",Employed_2023,13990
1053,AL,"Escambia County, AL",Unemployed_2023,450
1053,AL,"Escambia County, AL",Unemployment_rate_2023,3.1
1053,AL,"Escambia County, AL",Median_Household_Income_2022,47792
1053,AL,"Escambia County, AL",Med_HH_Income_Percent_of_State_Total_2022,80
1063,AL,"Greene County, AL",Rural_Urban_Continuum_Code_2023,2
1063,AL,"Greene County, AL",Urban_Influence_Code_2013,6
1063,AL,"Greene County, AL",Metro_2023,1
1063,AL,"Greene County, AL",Civilian_labor_force_2000,3534
1063,AL,"Greene County, AL",Employed_2000,3291
1063,AL,"Greene County, AL",Unemployed_2000,243
1063,AL,"Greene County, AL",Unemployment_rate_2000,6.9
1063,AL,"Greene County, AL",Civilian_labor_force_2001,3516
1063,AL,"Greene County, AL",Employed_2001,3262
1063,AL,"Greene County, AL",Unemployed_2001,254
1063,AL,"Greene County, AL",Unemployment_rate_2001,7.2
1063,AL,"Greene County, AL",Civilian_labor_force_2002,3534
1063,AL,"Greene County, AL",Employed_2002,3234
1063,AL,"Greene County, AL",Unemployed_2002,300
1063,AL,"Greene County, AL",Unemployment_rate_2002,8.5
1063,AL,"Greene County, AL",Civilian_labor_force_2003,3517
1063,AL,"Greene County, AL",Employed_2003,3219
1063,AL,"Greene County, AL",Unemployed_2003,298
1063,AL,"Greene County, AL",Unemployment_rate_2003,8.5
1063,AL,"Greene County, AL",Civilian_labor_force_2004,3484
1063,AL,"Greene County, AL",Employed_2004,3184
1063,AL,"Greene County, AL",Unemployed_2004,300
1063,AL,"Greene County, AL",Unemployment_rate_2004,8.6
1063,AL,"Greene County, AL",Civilian_labor_force_2005,3447
1063,AL,"Greene County, AL",Employed_2005,3218
1063,AL,"Greene County, AL",Unemployed_2005,229
1063,AL,"Greene County, AL",Unemployment_rate_2005,6.6
1063,AL,"Greene County, AL",Civilian_labor_force_2006,3395
1063,AL,"Greene County, AL",Employed_2006,3206
1063,AL,"Greene County, AL",Unemployed_2006,189
1063,AL,"Greene County, AL",Unemployment_rate_2006,5.6
